120,86
121,86
122,86
123,86
124,86
125,86
119,87
120,87
121,87
122,87
123,87
124,87
125,87
126,87
118,88
119,88
120,88
121,88
122,88
123,88
124,88
125,88
126,88
117,89
118,89
119,89
120,89
121,89
122,89
123,89
124,89
125,89
126,89
127,89
117,90
118,90
119,90
120,90
121,90
122,90
123,90
124,90
125,90
126,90
127,90
117,91
118,91
119,91
120,91
121,91
122,91
123,91
124,91
125,91
126,91
127,91
128,91
117,92
118,92
119,92
120,92
121,92
122,92
123,92
124,92
125,92
126,92
127,92
128,92
117,93
118,93
119,93
120,93
121,93
122,93
123,93
124,93
125,93
126,93
127,93
128,93
129,93
117,94
118,94
119,94
120,94
121,94
122,94
123,94
124,94
125,94
126,94
127,94
128,94
129,94
117,95
118,95
119,95
120,95
121,95
122,95
123,95
124,95
125,95
126,95
127,95
128,95
129,95
117,96
118,96
119,96
120,96
121,96
122,96
123,96
124,96
125,96
126,96
127,96
128,96
129,96
130,96
117,97
118,97
119,97
120,97
121,97
122,97
123,97
124,97
125,97
126,97
127,97
128,97
129,97
130,97
118,98
119,98
120,98
121,98
122,98
123,98
124,98
125,98
126,98
127,98
128,98
129,98
130,98
118,99
119,99
120,99
121,99
122,99
123,99
124,99
125,99
126,99
127,99
128,99
129,99
130,99
119,100
120,100
121,100
122,100
123,100
124,100
125,100
126,100
127,100
129,100
120,101
121,101
122,101
123,101
124,101
125,101
126,101
127,101
128,101
129,101
125,102
126,102
127,102
128,102
126,103
127,103
128,103
126,104
127,104
184,201
185,201
187,201
182,202
183,202
184,202
185,202
186,202
187,202
181,203
182,203
183,203
184,203
185,203
186,203
187,203
188,203
180,204
181,204
182,204
183,204
184,204
185,204
186,204
187,204
188,204
189,204
179,205
180,205
181,205
182,205
183,205
184,205
185,205
186,205
187,205
188,205
189,205
179,206
180,206
181,206
182,206
183,206
184,206
185,206
186,206
187,206
188,206
189,206
190,206
179,207
180,207
181,207
182,207
183,207
184,207
185,207
186,207
187,207
188,207
189,207
190,207
179,208
180,208
181,208
182,208
183,208
184,208
185,208
186,208
187,208
188,208
189,208
190,208
179,209
180,209
181,209
182,209
183,209
184,209
185,209
186,209
187,209
188,209
189,209
190,209
179,210
180,210
181,210
182,210
183,210
184,210
185,210
186,210
187,210
188,210
189,210
190,210
179,211
180,211
181,211
182,211
183,211
184,211
185,211
186,211
187,211
188,211
189,211
190,211
179,212
180,212
181,212
182,212
183,212
